# name	address	city	state	zipcode	phone	website	general email	ceo name	ceo email
Reliance Steel & Aluminum	350 S. Grand Ave.	Los Angeles	CA	90071	213-687-7700	www.rsac.com	kfeazle@rsac.com	David H. Hannah	None
Reliant Energy	1000 Main St.	Houston	TX	77002	713-497-3000	www.reliant.com	service@reliant.com	Mark M. Jacobs	None
Rent A Center	5501 Headquarters Dr.	Plano	TX	75024	972-801-1100	www.rentacenter.com	customerservice@rentacenter.com	Mark E. Speese	None
Republic Services	110 SE Sixth St.	Fort Lauderdale	FL	33301	954-769-2400	www.republicservices.com	corporateoffice@repsrv.com	James E. O'Connor	None
Retail Ventures	3241 Westerville Rd.	Columbus	OH	43224	614-471-4722	www.retailventuresinc.com	None	Heywood Wilansky	None
Reynolds American	401 N. Main St.	Winston-Salem	NC	27102	336-741-2000	www.reynoldsamerican.com	swaugej@rjrt.com	Susan M. Ivey	None
Rite Aid	30 Hunter Lane	Shiremanstown	PA	17011	717-761-2633	www.riteaid.com	inquiry@riteaid.com	Mary F. Sammons	msammons@riteaid.com
Robert Half International	2884 Sand Hill Rd.	West Menlo Park	CA	94025	650-234-6000	www.rhi.com	None	Harold M. Messmer Jr.	None
Rock-Tenn	504 Thrasher St.	Norcross	GA	30071	770-448-2193	www.rocktenn.com	ldeleva@rocktenn.com	James A. Rubright	None
Rockwell Automation	1201S. Second St.	Milwaukee	WI	53204	414-382-2000	www.rockwellautomation.com	Email: anorad@anorad.com	Keith D. Nosbusch	None
Rockwell Collins	400 Collins Rd. N.E.	Cedar Rapids	IA	52498	319-295-1000	www.rockwellcollins.com	learnmore@rockwellcollins.com	Clayton M. Jones	cmjones@rockwellcollins.com
Rockwood Holdings	100 Overlook Center	Princeton	NJ	08540	609-514-0300	www.rocksp.com	gbishop@advantistech.com	Seifi Ghasemi	None
Rohm & Haas	100 Independence Mall W.	Philadelphia	PA	19106	215-592-3000	www.rohmhaas.com	info@rohmhaas.com	Rajiv L. Gupta	None
Roper Industries	6901 ProfessionalPkwy. E.	Sarasota	FL	34240	941-556-2601	www.roperind.com	None	Brian D. Jellison	None
Ross Stores	4440 Rosewood Dr.	Pleasanton	CA	94588	925-965-4400	www.rossstores.com	customer.service@ros.com	Michael A. Balmuth	None
Rowan	2800 Post Oak Blvd.	Houston	TX	77056	713-621-7800	www.rowancompanies.com	marketing@rowancompanies.com	Daniel F. McNease	None
RPM International	2628 Pearl Rd.	Medina	OH	44256	330-273-5090	www.rpminc.com	info@rpminc.com	Frank C. Sullivan	None
RSC Holdings	6929 E. Greenway Pkwy.	Scottsdale	AZ	85254	480-905-3300	www.rscrental.com	None	Eric Olsson	None
Ruddick	301 S. Tryon St.	Charlotte	NC	28202	704-372-5404	www.ruddickcorp.com	None	Thomas W. Dickson	None
Rush Enterprises	555 IH-35 S.	Canyon Lake	TX	78130	830-626-5200	www.rushenterprises.com	info@rushenterprises.com	W. M. Rush	None
Ryder System	11690 N.W. 105th St.	Miami	FL	33178	305-500-3726	www.ryder.com	rydercustomerservice@ryder.com	Gregory T. Swienton	None
Ryland Group	24025 Park Sorrento	Calabasas	CA	91302	818-223-7500	www.ryland.com	jgrovert@ryland.com	R. Chad Dreier	None
Safeco	1001 Fourth Ave.	Seattle	WA	98154	206-545-5000	www.safeco.com	asknpf@safeco.com	Paula Rosput Reynolds	None
Safeway	5918 Stoneridge Mall Rd.	Pleasanton	CA	94588	925-467-3000	www.safeway.com	info@safeway.com	Steven A. Burd	None
SAIC	10260 Campus Point Dr.	San Diego	CA	92121	858-826-6000	www.saic.com	laura.luke@saic.com	Kenneth C. Dahlberg	None
Saks	12 E. 49 St.	New York	NY	10017	212-940-5305	www.saksincorporated.com	websitefeedback@saksinc.com	Stephen I. Sadove	None
Sally Beauty Holdings	3001 Colorado Blvd.	Denton	TX	76210	940-898-7500	www.sallybeautyholdings.com	sjmartin@sallybeauty.com	Gary G. Winterhalter	None
SanDisk	601 McCarthy Blvd.	Milpitas	CA	95035	408-801-1000	www.sandisk.com	support@sandisk.com	Eli Harari	eharari@sandisk.com
Sanmina-SCI	2700 N. First St.	San Jose	CA	95134	408-964-3500	www.sanmina-sci.com	info@sanmina-sci.com	Jure Sola	None
Sara Lee	3500 Lacey Rd.	Downers Grove	IL	60515	312-726-2600	www.saralee.com	info@saralee.com	Brenda C. Barnes	None
Sauer-Danfoss	250 Parkway Dr.	Prairie View	IL	60069	515-239-6000	www.sauer-danfoss.com	corpbrochure@sauer-danfoss.com	David J. Anderson	david.a@sauer-danfoss.com
Scana	1426 Main St.	Columbia	SC	29201	803-217-9000	www.scana.com	thewitt@scana.com	William B. Timmerman	None
ScanSource	6 Logue Court	Greenville	SC	29615	864-288-2432	www.scansource.com	ssc-sales@scansourcecommunications.com	Michael L. Baur	None
Schering-Plough	2000 Galloping Hill Rd.	Kenilworth	NJ	07033	908-298-4000	www.schering-plough.com	Global Privacy Office by email at privacyoffice@spcorp.com	Fred Hassan	None
Schnitzer Steel Industries	3200 N.W. Yeon Ave.	Portland	OR	97210	503-224-9900	www.schnitzersteel.com	tzelenka@schn.com	John D. Carter	None
Scholastic	557 Broadway	New York	NY	10012	212-343-6100	www.scholastic.com	scholastic@mailnj.custhelp.com	Richard Robinson	None
Scotts Miracle-Gro	14111 Scottslawn Road	Marysville	OH	43041	937-644-0011	www.scotts.com	None	James Hagedorn	None
Seaboard	9000 W. 67th St.	Countryside	KS	66202	913-676-8800	www.seaboardcorp.com	seaboard@seaboardcorp.com	Steven J. Bresky	None
Sealed Air	200 Riverfront Blvd.	Elmwood Park	NJ	07407	201-791-7600	www.sealedair.com	bill.hickey@sealedair.com	William V. Hickey	None
Sealy	1 Office Pkwy.	Trinity	NC	27370	336-861-3500	www.sealy.com	None	Lawrence J. Rogers	None
Sears Holdings	3333 Beverly Rd.	Hoffman Estates	IL	60179	847-286-2500	www.searsholdings.com	laborc@searshc.com	W. Bruce Johnson	None
Securian Financial Group	400 Robert St. N.	Saint Paul	MN	55101	651-665-3500	www.securian.com	customers@securian.com	Robert L. Senkler	None
Selective Insurance Group	40 Wantage Ave.	Branchville	NJ	07890	973-948-3000	www.selective.com	mailings@intelesis.com	Gregory E. Murphy	None
Sempra Energy	101 Ash St.	San Diego	CA	92101	619-696-2034	www.sempra.com	gifts@sempra.com	Donald E. Felsinger	None
Sentry Insurance Group	1800 N. Point Dr.	Stevens Point	WI	54481	715-346-6000	www.sentry.com	supportcenter@sentry.com	Dale R. Schuh	None
Service Corp. International	1929 Allen Pkwy.	Houston	TX	77019	713-522-5141	www.sci-corp.com	GeneralInquiries@sci-us.com	Thomas L. Ryan	None
ServiceMaster	860 Ridge Lake Blvd.	Memphis	TN	38120	901-597-1400	www.svm.com	info@svm.com	J. PatrickSpainhour	None
Shaw Group	4171 Essen Lane	Baton Rouge	LA	70809	225-932-2500	www.shawgrp.com	Energy@shawgrp.com	James M. Bernhard Jr.	None
Sherwin-Williams	101 Prospect Ave. N.W.	Cleveland	OH	44115	216-566-2000	www.sherwin.com	None	Christopher M. Connor	None
Sierra Health Services	2724 N. Tenaya Way	Las Vegas	NV	89128	702-242-7000	www.sierrahealth.com	w3_hpnsd_shl@sierrahealth.com	Stephen J. Hemsley	None
Sierra Pacific Resources	6100 Neil Rd.	Reno	NV	89511	775-834-4011	www.sierrapacificresources.com	nevadateam@sierrapacific.com	Michael W. Yackira	None
Sigma-Aldrich	3050 Spruce St.	Saint Louis	MO	63103	314-771-5765	www.sigmaaldrich.com	isrcustserv@sial.com	Jai P. Nagarkatti	None
Silgan Holdings	4 Landmark Sq.	Stamford	CT	06901	203-975-7110	www.silganholdings.com	silganir@silgan.com	Anthony J. Allott	None
Simon Property Group	225 W. Washington St.	Indianapolis	IN	46204	317-636-1600	www.simon.com	contact@simon.com	David Simon	None
Sirva	700 Oakmont Lane	Westmont	IL	60559	630-570-3000	www.sirva.com	dee.smith@sirva.com	Robert W. Tieken	None
SkyWest	444 S. River Rd.	St. George	UT	84790	435-634-3000	www.skywest.com	info@skywest.com	Jerry C. Atkin	None
SLM	12061 Bluemont Way	Reston	VA	20190	703-810-3000	www.salliemae.com	requesthelp@salliemae.com	Albert L. Lord	None
Smith International	16740 E. Hardy Rd.	Houston	TX	77032	281-443-3370	www.smith.com	info@smith.com	Douglas L. Rock	None
Smithfield Foods	200 Commerce St.	Smithfield	VA	23430	757-365-3000	www.smithfieldfoods.com	support@smithfieldfoods.com	C. Larry Pope	None
Smurfit-Stone Container	150 N. Michigan Ave.	Chicago	IL	60601	312-346-6600	www.smurfit-stone.com	supplierzone@smurfit.com	Patrick J. Moore	None
Snap-On	2801 80th St.	Kenosha	WI	53143	262-656-5200	www.snapon.com	contract.sales@snapon.com	Nicholas T. Pinchuk	None
Solo Cup	1700 Old Deerfield Rd.	Highland Park	IL	60035	847-831-4800	www.solocup.com	info@solocup.com	Robert M. Korzenski	None
Solutia	575 Maryville Centre Dr.	Creve Coeur	MO	63141	314-674-1000	www.solutia.com	info@solutia.com	Jeffry N. Quinn	None
Sonic Automotive	6415 Idlewild Rd.	Charlotte	NC	28212	704-566-2400	www.sonicautomotive.com	purchasing@sonicautomotive.com	O. Bruton Smith	None
Sonoco Products	1 N. Second St.	Hartsville	SC	29550	843-383-7000	www.sonoco.com	None	Harris E. DeLoach Jr.	None
Source Interlink	27500 Riverview Center Blvd.	Bonita Springs	FL	34134	239-949-4450	www.sourceinterlink.com	webmastersource@sourceinterlink.com		None
Southern	30 Ivan Allen Jr. Blvd. N.W.	Atlanta	GA	30308	404-506-5000	www.southerncompany.com	ebill-support@southernco.com	David M. Ratcliffe	None
Southern Union	5444 Westheimer Rd.	Houston	TX	77056	713-989-2000	www.sug.com	mail@southernunionco.com	George L. Lindemann	None
Southwest Airlines	2702 Love Field Dr.	Dallas	TX	75235	214-792-4000	www.southwest.com	None	Gary C. Kelly	None
Southwest Gas	5241 Spring Mtn. Rd.	Las Vegas	NV	89193	702-876-7237	www.swgas.com	webmaster@swgas.com	Jeffrey W. Shaw	jeff.shaw@swgas.com
Sovereign Bancorp	1500 Market St.	Philadelphia	PA	19102	215-256-8601	www.sovereignbank.com	Customer Service Email: mortserv@sovereignbank.com	Joseph P. Campanelli	None
Spansion	915 DeGuigne Dr.	Sunnyvale	CA	94088	408-962-2500	www.spansion.com	courtney.brigham@spansion.com	Bertrand F. Cambou	None
Spartan Stores	850 76th St. S.W.	Grand Rapids	MI	49518	616-878-2000	www.spartanstores.com	communications@spartanstores.com	Craig C. Sturken	None
Spectra Energy	5400 Westheimer Court	Houston	TX	77056	713-627-5400	www.spectraenergy.com	IR-SEP@spectraenergy.com	Fred J. Fowler	None
Spectrum Brands	6 Concourse Pkwy.	Sandy Springs	GA	30328	770-829-6200	www.spectrumbrands.com	info@eightinonepet.com	Kent Hussey	None
Spherion	2050 Spectrum Blvd.	Fort Lauderdale	FL	33309	954-308-7600	www.spherion.com	help@spherion.com	Roy G. Krause	None
Sprint Nextel	6200 Sprint Pkwy.	Overland Park	KS	66251	800-829-0965	www.sprint.com	ecare@cc.sprintpcs.com	Daniel R. Hesse	None
SPX	13515 Ballantyne Corporate Place	Charlotte	NC	28277	704-752-4400	www.spx.com	spxfc@spx.com	Christopher J. Kearney	None
St. Jude Medical	1 Lillehei Plaza	Little Canada	MN	55117	651-483-2000	www.sjm.com	minnetonkacustomerservice@sjm.com	Daniel J. Starks	None
StanCorp Financial	1100 SW Sixth Ave.	Portland	OR	97204	971-321-7000	www.stancorpfinancial.com	jdelaney@standard.com	Eric E. Parsons	None
Standard Pacific	15326 Alton Pkwy.	Irvine	CA	92618	949-789-1600	www.standardpacifichomes.com	None	Jeffrey V. Peterson	None
Stanley Works	1000 Stanley Dr.	New Britain	CT	06053	860-225-5111	www.stanleyworks.com	gwaybright@stanleyworks.com	John F. Lundgren	
Staples	500 Staples Dr.	Framingham	MA	01702	508-253-5000	www.staples.com	info@staples.com	Ronald L. Sargent	ron.sargent@staples.com
Starbucks	2401 Utah Ave. S.	Seattle	WA	98134	206-447-1575	www.starbucks.com	fservice@starbucks.com	Howard Schultz	None
Starwood Hotels & Resorts	1111 Westchester Ave.	East White Plain	NY	10604	914-640-8100	www.starwoodhotels.com	None	Frits van Paasschen	None
State Farm Insurance Cos.	1 State Farm Plaza	Bloomington	IL	61710	309-766-2311	www.statefarm.com	info@statefarm.com	Edward B. Rust Jr.	None
State Street Corp.	1 Lincoln St.	Boston	MA	02111	617-786-3000	www.statestreet.com	information@statestreet.com	Ronald E. Logue	None
Stater Bros. Holdings	301 S. Tippecanoe Ave.	San Bernardino	CA	92408	909-733-5000	www.staterbros.com	None	Jack H. Brown	None
Steel Dynamics	6714 Pointe Inverness Way	Fort Wayne	IN	46804	260-969-3500	www.steeldynamics.com	k.busse@steeldynamics.com	Keith E. Busse	None
Steelcase	901 44th St. S.E.	Kentwood	MI	49508	616-247-2710	www.steelcase.com	store@steelcase.com	James P. Hackett	None
Stewart Information Services	1980 Post Oak Blvd.	Houston	TX	77056	713-625-8100	www.stewart.com	customerservice@stewart.com		None
Stryker	2825 Airview Blvd.	Kalamazoo	MI	49002	269-385-2600	www.stryker.com	Imaging-Support@stryker.com	Stephen P. MacMillan	None
Sun Healthcare Group	18831 Von Karman	Irvine	CA	92612	949-255-7100	www.sunh.com	None	Richard K. Matros	None
Sun Microsystems	4150 Network Circle	Santa Clara	CA	95054	650-960-1300	www.sun.com	None	Jonathan I. Schwartz	None
SunGard Data Systems	680 E. Swedesford Rd.	Radnor	PA	19087	484-582-2000	www.sungard.com	GetInfo@SunGard.com	Crist&oacute;bal I. Conde	None
Sunoco	1735 Market St.	Philadelphia	PA	19103	215-977-3000	www.SunocoInc.com	CUSTOMERFIRST@sunocoinc.com	John G. Drosdick	None
SunTrust Banks	303 Peachtree St. N.E.	Atlanta	GA	30308	404-588-7711	www.suntrust.com	info@suntrust.com	James M. Wells III	None
Superior Essex	150 Interstate N. Pkwy.	Atlanta	GA	30339	770-657-6000	www.superioressex.com	comm.us@spsx.com	Stephen M. Carter	None
Supervalu	11840 Valley View Rd.	Eden Prairie	MN	55344	952-828-4000	www.supervalu.com	None	Jeffrey Noddle	None
Susser Holdings	4433 Baldwin Blvd.	Corpus Christi	TX	78408	361-884-2463	www.susser.com	contactus@susser.com	Sam L. Susser	None
Symantec	20330 Stevens Creek Blvd.	Monte Vista	CA	95014	408-517-8000	www.symantec.com	customersupport@symantec.iseva.net	John W. Thompson	None
Synnex	44201 Nobel Dr.	Fremont	CA	94538	510-656-3333	www.synnex.com	cshelp@synnex.com		None
Synovus Financial Corp.	1111 Bay Ave.	Columbus	GA	31901	706-649-5220	www.synovus.com	patdixon@synovus.com	Richard E. Anthony	None
Sysco	1390 Enclave Pkwy.	Houston	TX	77077	281-584-1390	www.sysco.com	white.marsha@atl.sysco.com	Richard J. Schnieders	None
Systemax	11 Harbor Park Dr.	Port Washington	NY	11050	516-608-7000	www.systemax.com	info@amstock.com	Richard Leeds	None
T. Rowe Price	100 E. Pratt St.	Baltimore	MD	21202	410-345-2000	www.troweprice.com	information@trowepriceglobal.com	James A.C. Kennedy	None
Targa Resources	1000 Louisiana St.	Houston	TX	77002	713-584-1000	www.targaresources.com	PMcConnell@targaresources.com	Rene R. Joyce	None
Target	1000 Nicollet Mall	Minneapolis	MN	55403	612-304-6073	www.target.com		Gregg Steinhafel	Gregg.Steinhafel@target.com
TD Ameritrade	4211 S. 102nd St.	Ralston	NE	68127	402-331-7856	www.amtd.com	Jmoglia@amtd.com	Joseph H. Moglia	None
Tech Data	5350 Tech Data Dr.	Clearwater	FL	33760	727-539-7429	www.techdata.com	ecsupport@techdata.com	Robert M. Dutkowsky	None
TECO Energy	702 N. Franklin St.	Tampa	FL	33602	813-228-1111	www.tecoenergy.com	lpduda@tecoenergy.com	Sherrill W. Hudson	None
Teleflex	155 S. Limerick Rd.	Limerick	PA	19468	610-948-5100	www.teleflex.com	info@ruesch-schweiz.ch	Jeffrey P. Black	None
Telephone & Data Systems	30 N. LaSalle St.	Chicago	IL	60602	312-630-1900	www.teldta.com	TDSinfo@teldta.com	LeRoy T. Carlson Jr.	None
Tellabs	1415 W. Diehl Rd.	Naperville	IL	60563	630-798-8800	www.tellabs.com	tom.scottino@tellabs.com	Robert W. Pullen	None
Temple-Inland	1300 MoPac Expressway S.	West Lake Hills	TX	78746	512-434-5800	www.templeinland.com	information@templeinland.com	Doyle R. Simons	None
Tenet Healthcare	13737 Noel Rd.	Dallas	TX	75240	469-893-2200	www.tenethealth.com	Daniel.Waldmann@tenethealth.com	Trevor Fetter	None
Tenneco	500 N. Field Dr.	Lake Forest	IL	60045	847-482-5000	www.tenneco.com	jostrander@tenneco.com	Gregg M. Sherrill	None
Terex	200 Nyala Farm Rd.	Westport	CT	06880	203-222-7170	www.terex.com	info@terex.com	Ronald M. DeFeo	None
Terra Industries	600 Fourth St.	Sioux City	IA	51101	712-277-1340	www.terraindustries.com	webmanager@terraindustries.com	Michael L. Bennett	None
Tesoro	300 Concord Plaza Dr.	San Antonio	TX	78216	210-828-8484	www.tsocorp.com	info@tsocorp.com	Bruce A. Smith	None
Texas Instruments	12500 TI Blvd.	Dallas	TX	75243	972-995-3773	www.ti.com	tiprime@dlep14.itg.ti.com	Richard K. Templeton	None
Textron	40 Westminster St.	Providence	RI	02903	401-421-2800	www.textron.com	supplybase@textron.com	Lewis B. Campbell	None
Thermo Fisher Scientific	81 Wyman St.	Waltham	MA	02454	781-622-1000	www.thermofisher.com	cs.webemail@thermofisher.com	Marijn E. Dekkers	None
Thomas & Betts	8155 T&amp;B Blvd.	Memphis	TN	38125	901-252-8000	www.tnb.com	elec_custserv@tnb.com	Dominic J. Pileggi	None
Thor Industries	419 W. Pike St.	Jackson Center	OH	45334	937-596-6849	www.thorindustries.com	thorsales@thorca.com	Wade F.B. Thompson	None
Thrivent Financial for Lutherans	625 Fourth Ave. S.	Minneapolis	MN	55415	612-340-7000	www.thrivent.com	service@clubcolors.com	Bruce J. Nicholson	None
TIAA-CREF	730 Third Ave.	New York	NY	10017	212-490-9000	www.tiaa-cref.org	AdvisorAccess@tiaa-cref.org	Roger W. Ferguson Jr.	None
Tiffany	727 Fifth Ave.	New York	NY	10022	212-755-8000	www.tiffany.com	personalshopping@tiffany.com	Michael J. Kowalski	None
Time Warner	1 Time Warner Center	New York	NY	10019	212-484-8000	www.timewarner.com	help@columbus.rr.com	Jeffrey L. Bewkes	None
Timken	1835 Dueber Ave. S.W.	Canton	OH	44706	330-438-3000	www.timken.com	info@timken.com	James W. Griffith	None
TJX	770 Cochituate Rd.	Framingham	MA	01701	508-390-1000	www.tjx.com	webmaster@voltdirectory.com	Carol M. Meyrowitz	None
Toll Brothers	250 Gibraltar Rd.	Horsham	PA	19044	215-938-8000	www.tollbrothers.com	support@toolbrothers.com	Robert I. Toll	None
Torchmark	3700 S. Stonebridge Dr.	Mc Kinney	TX	75070	972-569-4000	www.torchmarkcorp.com	tmkir@torchmarkcorp.com	Mark S. McAndrew	None
Toro	8111 Lyndale Ave. S.	Bloomington	MN	55420	952-888-8801	www.thetorocompany.com	companyinfo@thetorocompany.com	Michael J. Hoffman	None
Toys 'R' Us	1 Geoffrey Way	Wayne	NJ	07470	973-617-3500	www.toysrusinc.com	customer_service@webmail.toysrus.com	Gerald L. Storch	None
Tractor Supply	200 Powell Place	Brentwood	TN	37027	615-440-4000	www.tractorsupply.com	None	James F. Wright	None
Trane	1 Centennial Ave.	Piscataway	NJ	08855	732-980-6000	www.trane.com	None	Frederic M. Poses	None
TravelCenters of America	24601 Center Ridge Rd.	Westlake	OH	44145	440-808-9100	www.tatravelcenters.com	info@tatravelcenters.com	Thomas M. O'Brien	None
Travelers Cos.	385 Washington St.	Saint Paul	MN	55102	651-310-7911	www.travelers.com	None	Jay S. Fishman	None
Tribune	435 N. Michigan Ave.	Chicago	IL	60611	312-222-9100	www.tribune.com	corp.info@tribune.com	Samuel Zell	None
Trinity Industries	2525 Stemmons Fwy.	Dallas	TX	75207	214-631-4420	www.trin.net	Trinity.Rail@trin.net Timothy R. Wallace	None
TRW Automotive Holdings	12001 Tech Center Dr.	Livonia	MI	48150	734-855-2600	www.trw.com	Louise.colledge@trw.com	John C. Plant	None
Tupperware Brands	14901 S. Orange Blossom Trail	Orlando	FL	32837	407-826-5050	www.tupperwarebrands.com	comments@tupperware.com	E.V.Goings	None
Tyson Foods	2210 W. Oaklawn Dr.	Springdale	AR	72762	479-290-4000	www.tysonfoodsinc.com	gary.mickelson@tyson.com	Richard L. Bond	None
U.S. Bancorp	800 Nicollet Mall	Minneapolis	MN	55402	651-466-3000	www.usbank.com	1800usbanks@usbank.com	Richard K. Davis	None
UAL	77 W. Wacker Dr.	Chicago	IL	60601	312-997-8000	www.united.com	None	Glenn F. Tilton	glenn.tilton@united.com
UAP Holding	7251 W. 4th St.	Greeley	CO	80634	970-356-4400	www.uap.com	david.wheat@uap.com	L. Kenneth Cordell	None
UGI	460 N. Gulph Rd.	King Of Prussia	PA	19406	610-337-1000	www.ugicorp.com	blakeb@ugicorp.com	Lon R. Greenberg	None
Unified Western Grocers	5200 Sheila St.	City Of Commerce	CA	90040	323-264-5200	www.uwgrocers.com	spoc2@uwgrocers.com	Alfred A. Plamann	None
Union Pacific	1400 Douglas St.	Omaha	NE	68179	402-544-5000	www.up.com	ocpatronclaim@up.com	James R. Young	None
Unisys	Unisys Way	Blue Bell	PA	19424	215-986-4011	www.unisys.com	info@unisys.com	Joseph W. McGrath	None
United Natural Foods	260 Lake Rd.	Dayville	CT	06241	860-779-2800	www.unfi.com	info@unfi.com	Michael S. Funk	None
United Parcel Service	55 Glenlake Pkwy. N.E.	Sandy Springs	GA	30328	404-828-6000	www.ups.com	info@unitedparcledistribution.com	D. Scott Davis	None
United Rentals	5 Greenwich Office Park	Greenwich	CT	06831	203-622-3131	www.unitedrentals.com	dstewart@ur.com	Michael J. Kneeland	None
United Services Automobile Assn.	9800 Fredericksburg Rd	San Antonio	TX	78288	210-498-2211	www.usaa.com	militaryrecruiting@usaa.com	Josue Robles Jr.	None
United States Steel	600 Grant St.	Uptown	PA	15219	412-433-1121	www.ussteel.com	steeltrack@uss.com	John P. Surma Jr.	None
United Stationers	1 Parkway N. Blvd.	Deerfield	IL	60015	847-627-7000	www.unitedstationers.com	comments@ussco.com	Richard W. Gochnauer	None
United Technologies	1 Financial Plaza	Hartford	CT	06103	860-728-7000	www.utc.com	stockoptionplans@utc.com	Louis Ch&ecirc;nevert	None
UnitedHealth Group	9900 Bren Rd. E.	Eden Prairie	MN	55343	952-936-1300	www.unitedhealthgroup.com	None	Stephen J. Hemsley	None
Unitrin	1 E. Wacker Dr.	Chicago	IL	60601	312-661-4600	www.unitrin.com	None	Donald G. Southwell	None
Universal	1501 N. Hamilton St.	West End	VA	23230	804-359-9311	www.universalcorp.com	None	George C. Freeman III	None
Universal American	6 International Dr.	Rye Brook	NY	10573	914-934-5200	www.uafc.com	information@hhsi.com	Richard A. Barasch	None
Universal Forest Products	2801 E. Beltline N.E.	Grand Rapids	MI	49525	616-364-6161	www.ufpi.com	customerservice@ufpi.com	Michael B. Glenn	None
Universal Health Services	367 S. Gulph Rd.	King Of Prussia	PA	19406	610-768-3300	www.uhsinc.com	info@uhsinc.com	Alan B. Miller	None
Univision Communications	605 Third Ave.	New York	NY	10158	212-455-5200	www.univision.net	uvn@openboard.info	Joseph Uva	None
Unum Group	1 Fountain Square	Chattanooga	TN	37402	423-294-1011	www.unum.com	trwatjen@Unum.com	Thomas R. Watjen	None
URS	600 Montgomery St.	San Francisco	CA	94111	415-774-2700	www.urscorp.com	info@urscorp.com	Martin M. Koffel	None
US Airways Group	111 W. Rio Salado Pkwy.	Tempe	AZ	85281	480-693-0800	www.usairways.com	sales@usairways.com	W. Douglas Parker	None
US Oncology Holdings	16825 Northchase Dr.	Houston	TX	77060	832-601-8766	www.usoncology.com	oncology.info@usoncology.com	Bruce D. Broussard	None
USEC	6903 Rockledge Dr.	West Bethesda	MD	20817	301-564-3200	www.usec.com	corpcomm@usec.com	John K. Welch	None
USG	550 W. Adams St.	Chicago	IL	60661	312-436-4000	www.usg.com	usg4you@usg.com	William C. Foote	None
UST	6 High Ridge Park	Ridgeway	CT	06905	203-817-3000	www.ustinc.com	None	Murray S. Kessler	None
UTStarcom	1275 Harbor Bay Pkwy.	Alameda	CA	94502	510-864-8800	www.utstar.com	services@utstar.com	Hong Liang Lu	None
Valassis Communications	19975Victor Pkwy.	Livonia	MI	48152	734-591-3000	www.valassis.com	info@valassis.ca	Alan F. Schultz	None
Valero Energy	1 Valero Way	San Antonio	TX	78249	210-345-2000	www.valero.com	customer.relations@valero.com	William R. Klesse	None
Valspar	1101 Third St. S.	Minneapolis	MN	55415	612-332-7371	www.valspar.com	techservices@valspar.com	William L. Mansfield	None
Vanguard Health Systems	20 Burton Hills Blvd.	Nashville	TN	37215	615-665-6000	www.vanguardhealth.com	abroad@vanguardhealth.com	Charles N. Martin Jr.	None
Varian Medical Systems	3100 Hansen Way	Palo Alto	CA	94304	650-493-4000	www.varian.com	mario.cavallari@varian.com	Timothy E. Guertin	None
Vectren	1 Vectren Sq.	Evansville	IN	47708	812-491-4000	www.vectren.com	None	Niel C. Ellerbrook	None
Verizon Communications	140 West St.	New York	NY	10007	212-395-1000	www.verizon.com		Ivan G. Seidenberg	ivan.g.seidenberg@verizon.com
VF	105 Corporate Center Blvd.	Greensboro	NC	27408	336-424-6000	www.vfc.com	corporate_communications@vfc.com	Eric C. Wiseman	None
Viacom	1515 Broadway	New York	NY	10036	212-258-6000	www.viacom.com	None	Philippe P. Dauman	None
Virgin Media	909 Third Ave.	New York	NY	10022	212-906-8440	www.virginmedia.com	None	Neil Berkett	None
Vishay Intertechnology	63 Lancaster Ave.	Frazer	PA	19355	610-644-1300	www.vishay.com	business-americas@vishay.com	Gerald Paul	None
Visteon	1 Village Center Dr.	Belleville	MI	48111	800-847-8366	www.visteon.com	info@visteon.com	Michael F. Johnston	None
Volt Information Sciences	560 Lexington Ave.	New York	NY	10022	212-704-2400	www.volt.com	info@volt.com	Steven A. Shaw	None
Vornado Realty Trust	888 Seventh Ave.	New York	NY	10019	212-894-7000	www.vno.com	jlutzius@GreenStreetAdvisors.com	Steven Roth	None
Vulcan Materials	1200 Urban Center Dr.	Shoal Creek	AL	35242	205-298-3000	www.vulcanmaterials.com	community@vmcmail.com	Donald M. James	None
VWR Funding	1310 Goshen Parkway	West Chester	PA	19380	610-431-1700	www.vwr.com	customerservice@vwr.com	John M. Ballbach	None
W.R. Berkley	475 Steamboat Rd.	Byram	CT	06830	203-629-3000	www.wrberkley.com	jpennachio@wrberkley.com	William R. Berkley	None
W.R. Grace	7500 Grace Dr.	Columbia	MD	21044	410-531-4000	www.grace.com	info@grace.com	Alfred E. Festa	None
W.W. Grainger	100 Grainger Pkwy.	Lake Forest	IL	60045	847-535-1000	www.grainger.com	eprocustomercare@notes.grainger.com.	Richard L. Keyser	None
Wachovia Corp.	1 Wachovia Center	Charlotte	NC	28288	704-374-6565	www.wachovia.com	communityaffairs@wachovia.com	G. Kennedy Thompson	None
Wal-Mart Stores	702 S.W. Eighth St.	Wal-mart Inc	AR	72716	479-273-4000	www.walmartstores.com	help@walmart.com	H. Lee Scott Jr.	Lee.Scott@wal-mart.com
Walgreen	200 Wilmot Rd.	Deerfield	IL	60015	847-914-2500	www.walgreens.com	Customerservice@mail2.walgreens.com	Jeffrey A. Rein	None
Walt Disney	500 S. Buena Vista St.	Burbank	CA	91521	818-560-1000	www.disney.com	kathy.nolda@dig.com	Robert A. Iger	None
Warnaco Group	501 Seventh Ave.	New York	NY	10018	212-287-8000	www.warnaco.com	contactus@warnaco.com	Joseph R. Gromek	None
